4865c4865,13786
> ratA(0,47,70)
> ratB(0,56,11)
> ratA(0,47,69)
> ratB(0,57,11)
> ratA(0,46,69)
> ratB(0,58,11)
> ratA(0,45,69)
> ratB(0,59,11)
> ratA(0,45,68)
> ratB(0,59,12)
> ratA(0,45,67)
> ratB(0,59,13)
> ratA(0,45,68)
> ratB(0,59,12)
> ratA(0,45,69)
> ratB(0,59,11)
> ratA(0,46,69)
> ratB(0,58,11)
> ratA(0,47,69)
> ratB(0,57,11)
> ratA(0,47,70)
> ratB(0,56,11)
> ratA(0,47,71)
> ratB(0,55,11)
> ratA(0,46,71)
> ratB(0,55,10)
> ratA(0,45,71)
> ratB(0,55,9)
> ratA(0,44,71)
> ratB(0,55,8)
> ratA(0,43,71)
> ratB(0,55,7)
> ratA(0,43,70)
> ratB(0,56,7)
> ratA(0,43,69)
> ratB(0,57,7)
> ratA(0,43,68)
> ratB(0,57,8)
> ratA(0,43,67)
> ratB(0,57,9)
> ratA(0,42,67)
> ratB(0,58,9)
> ratA(0,41,67)
> ratB(0,59,9)
> ratA(0,41,66)
> ratB(0,59,8)
> ratA(0,41,65)
> ratB(0,59,7)
> ratA(0,42,65)
> ratB(0,59,6)
> ratA(0,43,65)
> ratB(0,59,5)
> ratA(0,43,64)
> ratB(0,60,5)
> ratA(0,43,63)
> ratB(0,61,5)
> ratA(0,43,62)
> ratB(0,62,5)
> ratA(0,43,61)
> ratB(0,63,5)
> ratA(0,44,61)
> ratB(0,64,5)
> ratA(0,45,61)
> ratB(0,65,5)
> ratA(0,45,60)
> ratB(0,66,5)
> ratA(0,45,59)
> ratB(0,67,5)
> ratA(0,45,58)
> ratB(0,68,5)
> ratA(0,45,57)
> ratB(0,69,5)
> ratA(0,45,56)
> ratB(0,69,6)
> ratA(0,45,55)
> ratB(0,69,7)
> ratA(0,45,54)
> ratB(0,68,7)
> ratA(0,45,53)
> ratB(0,67,7)
> ratA(0,44,53)
> ratB(0,66,7)
> ratA(0,43,53)
> ratB(0,65,7)
> ratA(0,44,53)
> ratB(0,66,7)
> ratA(0,45,53)
> ratB(0,67,7)
> ratA(0,45,54)
> ratB(0,68,7)
> ratA(0,45,55)
> ratB(0,69,7)
> ratA(0,44,55)
> ratB(0,70,7)
> ratA(0,43,55)
> ratB(0,71,7)
> ratA(0,42,55)
> ratB(0,71,6)
> ratA(0,41,55)
> ratB(0,71,5)
> ratA(0,41,56)
> ratB(0,71,4)
> ratA(0,41,57)
> ratB(0,71,3)
> ratA(0,40,57)
> ratB(0,71,4)
> ratA(0,39,57)
> ratB(0,71,5)
> ratA(0,39,56)
> ratB(0,71,6)
> ratA(0,39,55)
> ratB(0,71,7)
> ratA(0,38,55)
> ratB(0,71,8)
> ratA(0,37,55)
> ratB(0,71,9)
> ratA(0,37,54)
> ratB(0,70,9)
> ratA(0,37,53)
> ratB(0,69,9)
> ratA(0,37,54)
> ratB(0,69,10)
> ratA(0,37,55)
> ratB(0,69,11)
> ratA(0,36,55)
> ratB(0,69,12)
> ratA(0,35,55)
> ratB(0,69,13)
> ratA(0,35,56)
> ratB(0,69,14)
> ratA(0,35,57)
> ratB(0,69,15)
> ratA(0,36,57)
> ratB(0,69,16)
> ratA(0,37,57)
> ratB(0,69,17)
> ratA(0,37,58)
> ratB(0,68,17)
> ratA(0,37,59)
> ratB(0,67,17)
> ratA(0,36,59)
> ratB(0,67,16)
> ratA(0,35,59)
> ratB(0,67,15)
> ratA(0,34,59)
> ratB(0,67,14)
> ratA(0,33,59)
> ratB(0,67,13)
> ratA(0,33,60)
> ratB(0,67,14)
> ratA(0,33,61)
> ratB(0,67,15)
> ratA(0,32,61)
> ratB(0,66,15)
> ratA(0,31,61)
> ratB(0,65,15)
> ratA(0,31,60)
> ratB(0,64,15)
> ratA(0,31,59)
> ratB(0,63,15)
> ratA(0,30,59)
> ratB(0,64,15)
> ratA(0,29,59)
> ratB(0,65,15)
> ratA(0,28,59)
> ratB(0,66,15)
> ratA(0,27,59)
> ratB(0,67,15)
> ratA(0,26,59)
> ratB(0,67,16)
> ratA(0,25,59)
> ratB(0,67,17)
> ratA(0,24,59)
> ratB(0,66,17)
> ratA(0,23,59)
> ratB(0,65,17)
> ratA(0,24,59)
> ratB(0,66,17)
> ratA(0,25,59)
> ratB(0,67,17)
> ratA(0,26,59)
> ratB(0,68,17)
> ratA(0,27,59)
> ratB(0,69,17)
> ratA(0,27,58)
> ratB(0,70,17)
> ratA(0,27,57)
> ratB(0,71,17)
> ratA(0,27,58)
> ratB(0,71,16)
> ratA(0,27,59)
> ratB(0,71,15)
> ratA(0,28,59)
> ratB(0,72,15)
> ratA(0,29,59)
> ratB(0,73,15)
> ratA(0,29,58)
> ratB(0,73,14)
> ratA(0,29,57)
> ratB(0,73,13)
> ratA(0,29,56)
> ratB(0,72,13)
> ratA(0,29,55)
> ratB(0,71,13)
> ratA(0,30,55)
> ratB(0,71,12)
> ratA(0,31,55)
> ratB(0,71,11)
> ratA(0,31,54)
> ratB(0,72,11)
> ratA(0,31,53)
> ratB(0,73,11)
> ratA(0,31,54)
> ratB(0,74,11)
> ratA(0,31,55)
> ratB(0,75,11)
> ratA(0,31,56)
> ratB(0,75,12)
> ratA(0,31,57)
> ratB(0,75,13)
> ratA(0,32,57)
> ratB(0,75,14)
> ratA(0,33,57)
> ratB(0,75,15)
> ratA(0,33,56)
> ratB(0,76,15)
> ratA(0,33,55)
> ratB(0,77,15)
> ratA(0,33,54)
> ratB(0,77,14)
> ratA(0,33,53)
> ratB(0,77,13)
> ratA(0,34,53)
> ratB(0,77,12)
> ratA(0,35,53)
> ratB(0,77,11)
> ratA(0,35,52)
> ratB(0,77,12)
> ratA(0,35,51)
> ratB(0,77,13)
> ratA(0,35,50)
> ratB(0,78,13)
> ratA(0,35,49)
> ratB(0,79,13)
> ratA(0,35,48)
> ratB(0,80,13)
> ratA(0,35,47)
> ratB(0,81,13)
> ratA(0,35,46)
> ratB(0,82,13)
> ratA(0,35,45)
> ratB(0,83,13)
> ratA(0,34,45)
> ratB(0,84,13)
> ratA(0,33,45)
> ratB(0,85,13)
> ratA(0,34,45)
> ratB(0,84,13)
> ratA(0,35,45)
> ratB(0,83,13)
> ratA(0,35,46)
> ratB(0,82,13)
> ratA(0,35,47)
> ratB(0,81,13)
> ratA(0,35,48)
> ratB(0,81,14)
> ratA(0,35,49)
> ratB(0,81,15)
> ratA(0,35,50)
> ratB(0,81,16)
> ratA(0,35,51)
> ratB(0,81,17)
> ratA(0,36,51)
> ratB(0,81,18)
> ratA(0,37,51)
> ratB(0,81,19)
> ratA(0,37,50)
> ratB(0,81,20)
> ratA(0,37,49)
> ratB(0,81,21)
> ratA(0,37,48)
> ratB(0,80,21)
> ratA(0,37,47)
> ratB(0,79,21)
> ratA(0,38,47)
> ratB(0,78,21)
> ratA(0,39,47)
> ratB(0,77,21)
> ratA(0,39,48)
> ratB(0,76,21)
> ratA(0,39,49)
> ratB(0,75,21)
> ratA(0,39,50)
> ratB(0,75,20)
> ratA(0,39,51)
> ratB(0,75,19)
> ratA(0,39,52)
> ratB(0,76,19)
> ratA(0,39,53)
> ratB(0,77,19)
> ratA(0,40,53)
> ratB(0,78,19)
> ratA(0,41,53)
> ratB(0,79,19)
> ratA(0,41,52)
> ratB(0,79,18)
> ratA(0,41,51)
> ratB(0,79,17)
> ratA(0,41,50)
> ratB(0,79,16)
> ratA(0,41,49)
> ratB(0,79,15)
> ratA(0,41,48)
> ratB(0,79,16)
> ratA(0,41,47)
> ratB(0,79,17)
> ratA(0,41,46)
> ratB(0,78,17)
> ratA(0,41,45)
> ratB(0,77,17)
> ratA(0,42,45)
> ratB(0,76,17)
> ratA(0,43,45)
> ratB(0,75,17)
> ratA(0,42,45)
> ratB(0,74,17)
> ratA(0,41,45)
> ratB(0,73,17)
> ratA(0,41,44)
> ratB(0,73,18)
> ratA(0,41,43)
> ratB(0,73,19)
> ratA(0,41,42)
> ratB(0,73,20)
> ratA(0,41,41)
> ratB(0,73,21)
> ratA(0,41,40)
> ratB(0,72,21)
> ratA(0,41,39)
> ratB(0,71,21)
> ratA(0,40,39)
> ratB(0,71,20)
> ratA(0,39,39)
> ratB(0,71,19)
> ratA(0,39,38)
> ratB(0,71,20)
> ratA(0,39,37)
> ratB(0,71,21)
> ratA(0,40,37)
> ratB(0,71,22)
> ratA(0,41,37)
> ratB(0,71,23)
> ratA(0,41,36)
> ratB(0,71,24)
> ratA(0,41,35)
> ratB(0,71,25)
> ratA(0,40,35)
> ratB(0,71,24)
> ratA(0,39,35)
> ratB(0,71,23)
> ratA(0,38,35)
> ratB(0,71,22)
> ratA(0,37,35)
> ratB(0,71,21)
> ratA(0,37,34)
> ratB(0,72,21)
> ratA(0,37,33)
> ratB(0,73,21)
> ratA(0,38,33)
> ratB(0,73,20)
> ratA(0,39,33)
> ratB(0,73,19)
> ratA(0,40,33)
> ratB(0,73,18)
> ratA(1,41,33)
> ratB(0,73,17)
> ratA(1,41,34)
> ratB(0,74,17)
> ratA(1,41,35)
> ratB(0,75,17)
> ratA(1,42,35)
> ratB(0,76,17)
> ratA(1,43,35)
> ratB(0,77,17)
> ratA(1,44,35)
> ratB(0,78,17)
> ratA(1,45,35)
> ratB(0,79,17)
> ratA(1,45,34)
> ratB(0,79,18)
> ratA(1,45,33)
> ratB(0,79,19)
> ratA(1,46,33)
> ratB(0,78,19)
> ratA(1,47,33)
> ratB(0,77,19)
> ratA(1,48,33)
> ratB(0,76,19)
> ratA(1,49,33)
> ratB(0,75,19)
> ratA(1,50,33)
> ratB(0,75,20)
> ratA(1,51,33)
> ratB(0,75,21)
> ratA(1,52,33)
> ratB(0,76,21)
> ratA(1,53,33)
> ratB(0,77,21)
> ratA(1,53,34)
> ratB(0,77,22)
> ratA(1,53,35)
> ratB(0,77,23)
> ratA(1,52,35)
> ratB(0,77,22)
> ratA(1,51,35)
> ratB(0,77,21)
> ratA(1,51,36)
> ratB(0,78,21)
> ratA(1,51,37)
> ratB(0,79,21)
> ratA(1,50,37)
> ratB(0,79,22)
> ratA(1,49,37)
> ratB(0,79,23)
> ratA(1,49,36)
> ratB(0,80,23)
> ratA(1,49,35)
> ratB(0,81,23)
> ratA(1,48,35)
> ratB(0,81,24)
> ratA(1,47,35)
> ratB(0,81,25)
> ratA(1,47,36)
> ratB(0,81,24)
> ratA(1,47,37)
> ratB(0,81,23)
> ratA(1,47,38)
> ratB(0,80,23)
> ratA(1,47,39)
> ratB(0,79,23)
> ratA(1,46,39)
> ratB(0,79,22)
> ratA(1,45,39)
> ratB(0,79,21)
> ratA(1,45,38)
> ratB(0,80,21)
> ratA(1,45,37)
> ratB(0,81,21)
> ratA(1,44,37)
> ratB(0,82,21)
> ratA(1,43,37)
> ratB(0,83,21)
> ratA(1,42,37)
> ratB(0,83,20)
> ratA(1,41,37)
> ratB(0,83,19)
> ratA(1,40,37)
> ratB(0,83,20)
> ratA(1,39,37)
> ratB(0,83,21)
> ratA(1,39,36)
> ratB(0,82,21)
> ratA(1,39,35)
> ratB(0,81,21)
> ratA(1,39,34)
> ratB(0,81,20)
> ratA(1,39,33)
> ratB(0,81,19)
> ratA(1,39,32)
> ratB(0,81,18)
> ratA(1,39,31)
> ratB(0,81,17)
> ratA(1,38,31)
> ratB(0,81,16)
> ratA(1,37,31)
> ratB(0,81,15)
> ratA(1,36,31)
> ratB(0,81,14)
> ratA(1,35,31)
> ratB(0,81,13)
> ratA(1,34,31)
> ratB(0,80,13)
> ratA(1,33,31)
> ratB(0,79,13)
> ratA(1,32,31)
> ratB(0,78,13)
> ratA(1,31,31)
> ratB(0,77,13)
> ratA(1,31,32)
> ratB(0,77,14)
> ratA(1,31,33)
> ratB(0,77,15)
> ratA(1,31,32)
> ratB(0,76,15)
> ratA(1,31,31)
> ratB(0,75,15)
> ratA(1,30,31)
> ratB(0,75,14)
> ratA(1,29,31)
> ratB(0,75,13)
> ratA(1,29,30)
> ratB(0,75,12)
> ratA(1,29,29)
> ratB(0,75,11)
> ratA(1,30,29)
> ratB(0,74,11)
> ratA(1,31,29)
> ratB(0,73,11)
> ratA(1,30,29)
> ratB(0,72,11)
> ratA(1,29,29)
> ratB(0,71,11)
> ratA(1,29,30)
> ratB(0,71,12)
> ratA(1,29,31)
> ratB(0,71,13)
> ratA(1,30,31)
> ratB(0,72,13)
> ratA(1,31,31)
> ratB(0,73,13)
> ratA(1,32,31)
> ratB(0,73,14)
> ratA(1,33,31)
> ratB(0,73,15)
> ratA(1,34,31)
> ratB(0,72,15)
> ratA(1,35,31)
> ratB(0,71,15)
> ratA(1,36,31)
> ratB(0,71,16)
> ratA(1,37,31)
> ratB(0,71,17)
> ratA(1,37,30)
> ratB(0,70,17)
> ratA(1,37,29)
> ratB(0,69,17)
> ratA(1,37,28)
> ratB(0,69,16)
> ratA(1,37,27)
> ratB(0,69,15)
> ratA(1,37,26)
> ratB(0,69,14)
> ratA(1,37,25)
> ratB(0,69,13)
> ratA(1,37,24)
> ratB(0,69,12)
> ratA(1,37,23)
> ratB(0,69,11)
> ratA(1,36,23)
> ratB(0,69,10)
> ratA(1,35,23)
> ratB(0,69,9)
> ratA(1,35,24)
> ratB(0,70,9)
> ratA(1,35,25)
> ratB(0,71,9)
> ratA(1,35,26)
> ratB(0,71,8)
> ratA(1,35,27)
> ratB(0,71,7)
> ratA(1,35,28)
> ratB(0,70,7)
> ratA(1,35,29)
> ratB(0,69,7)
> ratA(1,34,29)
> ratB(0,69,6)
> ratA(1,33,29)
> ratB(0,69,5)
> ratA(1,33,28)
> ratB(0,68,5)
> ratA(1,33,27)
> ratB(0,67,5)
> ratA(1,32,27)
> ratB(0,66,5)
> ratA(1,31,27)
> ratB(0,65,5)
> ratA(1,30,27)
> ratB(0,64,5)
> ratA(1,29,27)
> ratB(0,63,5)
> ratA(1,28,27)
> ratB(0,63,6)
> ratA(1,27,27)
> ratB(0,63,7)
> ratA(1,27,28)
> ratB(0,62,7)
> ratA(1,27,29)
> ratB(0,61,7)
> ratA(1,27,30)
> ratB(0,61,8)
> ratA(1,27,31)
> ratB(0,61,9)
> ratA(1,27,32)
> ratB(0,62,9)
> ratA(1,27,33)
> ratB(0,63,9)
> ratA(1,28,33)
> ratB(0,64,9)
> ratA(1,29,33)
> ratB(0,65,9)
> ratA(1,29,34)
> ratB(0,66,9)
> ratA(1,29,35)
> ratB(0,67,9)
> ratA(1,29,36)
> ratB(0,67,10)
> ratA(1,29,37)
> ratB(0,67,11)
> ratA(1,29,38)
> ratB(0,66,11)
> ratA(1,29,39)
> ratB(0,65,11)
> ratA(1,29,40)
> ratB(0,65,12)
> ratA(1,29,41)
> ratB(0,65,13)
> ratA(1,29,40)
> ratB(0,64,13)
> ratA(1,29,39)
> ratB(0,63,13)
> ratA(1,29,38)
> ratB(0,63,12)
> ratA(1,29,37)
> ratB(0,63,11)
> ratA(1,30,37)
> ratB(0,62,11)
> ratA(1,31,37)
> ratB(0,61,11)
> ratA(1,31,38)
> ratB(0,61,12)
> ratA(1,31,39)
> ratB(0,61,13)
> ratA(1,31,38)
> ratB(0,61,14)
> ratA(1,31,37)
> ratB(0,61,15)
> ratA(1,32,37)
> ratB(0,61,16)
> ratA(1,33,37)
> ratB(0,61,17)
> ratA(1,34,37)
> ratB(0,61,18)
> ratA(1,35,37)
> ratB(0,61,19)
> ratA(1,35,36)
> ratB(0,60,19)
> ratA(1,35,35)
> ratB(0,59,19)
> ratA(1,35,36)
> ratB(0,59,20)
> ratA(1,35,37)
> ratB(0,59,21)
> ratA(1,34,37)
> ratB(0,58,21)
> ratA(1,33,37)
> ratB(0,57,21)
> ratA(1,32,37)
> ratB(0,58,21)
> ratA(1,31,37)
> ratB(0,59,21)
> ratA(1,31,36)
> ratB(0,59,20)
> ratA(1,31,35)
> ratB(0,59,19)
> ratA(1,32,35)
> ratB(0,60,19)
> ratA(1,33,35)
> ratB(0,61,19)
> ratA(1,33,34)
> ratB(0,61,20)
> ratA(1,33,33)
> ratB(0,61,21)
> ratA(1,34,33)
> ratB(0,62,21)
> ratA(1,35,33)
> ratB(0,63,21)
> ratA(1,36,33)
> ratB(0,62,21)
> ratA(1,37,33)
> ratB(0,61,21)
> ratA(1,37,34)
> ratB(0,61,20)
> ratA(1,37,35)
> ratB(0,61,19)
> ratA(1,37,36)
> ratB(0,61,18)
> ratA(1,37,37)
> ratB(0,61,17)
> ratA(1,37,38)
> ratB(0,62,17)
> ratA(1,37,39)
> ratB(0,63,17)
> ratA(1,36,39)
> ratB(0,63,18)
> ratA(1,35,39)
> ratB(0,63,19)
> ratA(1,34,39)
> ratB(0,64,19)
> ratA(1,33,39)
> ratB(0,65,19)
> ratA(1,33,40)
> ratB(0,65,20)
> ratA(1,33,41)
> ratB(0,65,21)
> ratA(1,32,41)
> ratB(0,66,21)
> ratA(1,31,41)
> ratB(0,67,21)
> ratA(1,31,42)
> ratB(0,66,21)
> ratA(1,31,43)
> ratB(0,65,21)
> ratA(1,30,43)
> ratB(0,65,20)
> ratA(1,29,43)
> ratB(0,65,19)
> ratA(1,28,43)
> ratB(0,66,19)
> ratA(1,27,43)
> ratB(0,67,19)
> ratA(1,26,43)
> ratB(0,68,19)
> ratA(1,25,43)
> ratB(0,69,19)
> ratA(1,26,43)
> ratB(0,69,20)
> ratA(1,27,43)
> ratB(0,69,21)
> ratA(1,27,42)
> ratB(0,69,22)
> ratA(1,27,41)
> ratB(0,69,23)
> ratA(1,27,40)
> ratB(0,68,23)
> ratA(1,27,39)
> ratB(0,67,23)
> ratA(1,27,38)
> ratB(0,66,23)
> ratA(1,27,37)
> ratB(0,65,23)
> ratA(1,26,37)
> ratB(0,64,23)
> ratA(1,25,37)
> ratB(0,63,23)
> ratA(1,25,38)
> ratB(0,62,23)
> ratA(1,25,39)
> ratB(0,61,23)
> ratA(1,25,40)
> ratB(0,60,23)
> ratA(1,25,41)
> ratB(0,59,23)
> ratA(1,24,41)
> ratB(0,58,23)
> ratA(1,23,41)
> ratB(0,57,23)
> ratA(1,23,42)
> ratB(0,56,23)
> ratA(1,23,43)
> ratB(0,55,23)
> ratA(1,23,42)
> ratB(0,55,24)
> ratA(1,23,41)
> ratB(0,55,25)
> ratA(1,23,40)
> ratB(0,56,25)
> ratA(1,23,39)
> ratB(0,57,25)
> ratA(1,22,39)
> ratB(0,56,25)
> ratA(1,21,39)
> ratB(0,55,25)
> ratA(1,21,40)
> ratB(0,54,25)
> ratA(1,21,41)
> ratB(0,53,25)
> ratA(1,21,42)
> ratB(0,53,24)
> ratA(1,21,43)
> ratB(0,53,23)
> ratA(1,21,44)
> ratB(0,53,22)
> ratA(1,21,45)
> ratB(0,53,21)
> ratA(1,22,45)
> ratB(0,54,21)
> ratA(1,23,45)
> ratB(0,55,21)
> ratA(1,24,45)
> ratB(0,55,20)
> ratA(1,25,45)
> ratB(0,55,19)
> ratA(1,25,46)
> ratB(0,56,19)
> ratA(1,25,47)
> ratB(0,57,19)
> ratA(1,24,47)
> ratB(0,57,18)
> ratA(1,23,47)
> ratB(0,57,17)
> ratA(1,22,47)
> ratB(0,58,17)
> ratA(1,21,47)
> ratB(0,59,17)
> ratA(1,21,48)
> ratB(0,59,16)
> ratA(1,21,49)
> ratB(0,59,15)
> ratA(1,21,50)
> ratB(0,58,15)
> ratA(1,21,51)
> ratB(0,57,15)
> ratA(1,22,51)
> ratB(0,57,14)
> ratA(1,23,51)
> ratB(0,57,13)
> ratA(1,23,52)
> ratB(0,56,13)
> ratA(1,23,53)
> ratB(0,55,13)
> ratA(1,24,53)
> ratB(0,54,13)
> ratA(1,25,53)
> ratB(0,53,13)
> ratA(1,25,54)
> ratB(0,53,14)
> ratA(1,25,55)
> ratB(0,53,15)
> ratA(1,26,55)
> ratB(0,54,15)
> ratA(1,27,55)
> ratB(0,55,15)
> ratA(1,28,55)
> ratB(0,55,16)
> ratA(1,29,55)
> ratB(0,55,17)
> ratA(1,29,56)
> ratB(0,54,17)
> ratA(1,29,57)
> ratB(0,53,17)
> ratA(1,30,57)
> ratB(0,53,18)
> ratA(1,31,57)
> ratB(0,53,19)
> ratA(1,32,57)
> ratB(0,52,19)
> ratA(1,33,57)
> ratB(0,51,19)
> ratA(1,33,58)
> ratB(0,51,20)
> ratA(1,33,59)
> ratB(0,51,21)
> ratA(1,32,59)
> ratB(0,51,22)
> ratA(1,31,59)
> ratB(0,51,23)
> ratA(1,31,60)
> ratB(0,50,23)
> ratA(1,31,61)
> ratB(0,49,23)
> ratA(1,30,61)
> ratB(0,48,23)
> ratA(1,29,61)
> ratB(0,47,23)
> ratA(1,29,62)
> ratB(0,46,23)
> ratA(1,29,63)
> ratB(0,45,23)
> ratA(1,29,64)
> ratB(0,45,24)
> ratA(1,29,65)
> ratB(0,45,25)
> ratA(1,30,65)
> ratB(0,45,26)
> ratA(1,31,65)
> ratB(0,45,27)
> ratA(1,30,65)
> ratB(0,44,27)
> ratA(1,29,65)
> ratB(0,43,27)
> ratA(1,29,64)
> ratB(0,43,28)
> ratA(1,29,63)
> ratB(0,43,29)
> ratA(1,30,63)
> ratB(0,44,29)
> ratA(1,31,63)
> ratB(0,45,29)
> ratA(1,32,63)
> ratB(0,46,29)
> ratA(1,33,63)
> ratB(0,47,29)
> ratA(1,33,64)
> ratB(0,47,30)
> ratA(1,33,65)
> ratB(0,47,31)
> ratA(1,33,66)
> ratB(0,46,31)
> ratA(1,33,67)
> ratB(0,45,31)
> ratA(1,33,68)
> ratB(0,45,32)
> ratA(1,33,69)
> ratB(0,45,33)
> ratA(1,33,70)
> ratB(0,45,34)
> ratA(1,33,71)
> ratB(0,45,35)
> ratA(1,33,72)
> ratB(0,45,36)
> ratA(1,33,73)
> ratB(0,45,37)
> ratA(1,32,73)
> ratB(0,45,38)
> ratA(1,31,73)
> ratB(0,45,39)
> ratA(1,31,74)
> ratB(0,46,39)
> ratA(1,31,75)
> ratB(0,47,39)
> ratA(1,30,75)
> ratB(0,47,38)
> ratA(1,29,75)
> ratB(0,47,37)
> ratA(1,28,75)
> ratB(0,47,36)
> ratA(1,27,75)
> ratB(0,47,35)
> ratA(1,28,75)
> ratB(0,47,34)
> ratA(1,29,75)
> ratB(0,47,33)
> ratA(1,29,74)
> ratB(0,48,33)
> ratA(1,29,73)
> ratB(0,49,33)
> ratA(1,28,73)
> ratB(0,50,33)
> ratA(1,27,73)
> ratB(0,51,33)
> ratA(1,26,73)
> ratB(0,51,32)
> ratA(1,25,73)
> ratB(0,51,31)
> ratA(1,25,74)
> ratB(0,50,31)
> ratA(1,25,75)
> ratB(0,49,31)
> ratA(1,24,75)
> ratB(0,49,30)
> ratA(1,23,75)
> ratB(0,49,29)
> ratA(1,23,76)
> ratB(0,49,28)
> ratA(1,23,77)
> ratB(0,49,27)
> ratA(1,23,76)
> ratB(0,50,27)
> ratA(1,23,75)
> ratB(0,51,27)
> ratA(1,24,75)
> ratB(0,51,28)
> ratA(1,25,75)
> ratB(0,51,29)
> ratA(1,25,74)
> ratB(0,52,29)
> ratA(1,25,73)
> ratB(0,53,29)
> ratA(1,26,73)
> ratB(0,53,28)
> ratA(1,27,73)
> ratB(0,53,27)
> ratA(1,27,72)
> ratB(0,54,27)
> ratA(1,27,71)
> ratB(0,55,27)
> ratA(1,28,71)
> ratB(0,56,27)
> ratA(1,29,71)
> ratB(0,57,27)
> ratA(1,30,71)
> ratB(0,58,27)
> ratA(1,31,71)
> ratB(0,59,27)
> ratA(1,31,70)
> ratB(0,59,26)
> ratA(1,31,69)
> ratB(0,59,25)
> ratA(1,31,68)
> ratB(0,60,25)
> ratA(1,31,67)
> ratB(0,61,25)
> ratA(1,30,67)
> ratB(0,62,25)
> ratA(1,29,67)
> ratB(0,63,25)
> ratA(1,29,68)
> ratB(0,63,26)
> ratA(1,29,69)
> ratB(0,63,27)
> ratA(1,28,69)
> ratB(0,64,27)
> ratA(1,27,69)
> ratB(0,65,27)
> ratA(1,27,68)
> ratB(0,65,26)
> ratA(1,27,67)
> ratB(0,65,25)
> ratA(1,27,66)
> ratB(0,66,25)
> ratA(1,27,65)
> ratB(0,67,25)
> ratA(1,26,65)
> ratB(0,68,25)
> ratA(1,25,65)
> ratB(0,69,25)
> ratA(1,25,66)
> ratB(0,69,26)
> ratA(1,25,67)
> ratB(0,69,27)
> ratA(1,25,68)
> ratB(0,70,27)
> ratA(1,25,69)
> ratB(0,71,27)
> ratA(1,25,70)
> ratB(0,72,27)
> ratA(1,25,71)
> ratB(0,73,27)
> ratA(1,24,71)
> ratB(0,73,26)
> ratA(1,23,71)
> ratB(0,73,25)
> ratA(1,23,72)
> ratB(0,73,24)
> ratA(1,23,73)
> ratB(0,73,23)
> ratA(1,22,73)
> ratB(0,74,23)
> ratA(1,21,73)
> ratB(0,75,23)
> ratA(1,20,73)
> ratB(0,75,24)
> ratA(1,19,73)
> ratB(0,75,25)
> ratA(1,18,73)
> ratB(0,76,25)
> ratA(1,17,73)
> ratB(0,77,25)
> ratA(1,17,74)
> ratB(0,78,25)
> ratA(1,17,75)
> ratB(0,79,25)
> ratA(1,18,75)
> ratB(0,79,26)
> ratA(1,19,75)
> ratB(0,79,27)
> ratA(1,20,75)
> ratB(0,79,28)
> ratA(1,21,75)
> ratB(0,79,29)
> ratA(1,21,76)
> ratB(0,79,30)
> ratA(1,21,77)
> ratB(0,79,31)
> ratA(1,21,78)
> ratB(0,80,31)
> ratA(1,21,79)
> ratB(0,81,31)
> ratA(1,21,80)
> ratB(0,81,32)
> ratA(1,21,81)
> ratB(0,81,33)
> ratA(1,21,82)
> ratB(0,82,33)
> ratA(1,21,83)
> ratB(0,83,33)
> ratA(1,21,82)
> ratB(0,84,33)
> ratA(1,21,81)
> ratB(0,85,33)
> ratA(1,21,80)
> ratB(0,84,33)
> ratA(1,21,79)
> ratB(0,83,33)
> ratA(1,20,79)
> ratB(0,82,33)
> ratA(1,19,79)
> ratB(0,81,33)
> ratA(1,19,78)
> ratB(0,81,32)
> ratA(1,19,77)
> ratB(0,81,31)
> ratA(1,18,77)
> ratB(0,80,31)
> ratA(1,17,77)
> ratB(0,79,31)
> ratA(1,16,77)
> ratB(0,79,32)
> ratA(1,15,77)
> ratB(0,79,33)
> ratA(1,14,77)
> ratB(0,78,33)
> ratA(1,13,77)
> ratB(0,77,33)
> ratA(1,13,78)
> ratB(0,77,32)
> ratA(1,13,79)
> ratB(0,77,31)
> ratA(1,14,79)
> ratB(0,77,30)
> ratA(1,15,79)
> ratB(0,77,29)
> ratA(1,15,80)
> ratB(0,76,29)
> ratA(1,15,81)
> ratB(0,75,29)
> ratA(1,15,80)
> ratB(0,74,29)
> ratA(1,15,79)
> ratB(0,73,29)
> ratA(1,16,79)
> ratB(0,73,30)
> ratA(1,17,79)
> ratB(0,73,31)
> ratA(1,17,80)
> ratB(0,74,31)
> ratA(1,17,81)
> ratB(0,75,31)
> ratA(1,17,82)
> ratB(0,75,32)
> ratA(1,17,83)
> ratB(0,75,33)
> ratA(1,17,82)
> ratB(0,75,34)
> ratA(1,17,81)
> ratB(0,75,35)
> ratA(1,18,81)
> ratB(0,75,36)
> ratA(1,19,81)
> ratB(0,75,37)
> ratA(1,19,82)
> ratB(0,75,38)
> ratA(1,19,83)
> ratB(0,75,39)
> ratA(1,19,84)
> ratB(0,76,39)
> ratA(1,19,85)
> ratB(0,77,39)
> ratA(1,19,86)
> ratB(0,77,40)
> ratA(1,19,87)
> ratB(0,77,41)
> ratA(1,18,87)
> ratB(0,77,42)
> ratA(1,17,87)
> ratB(0,77,43)
> ratA(1,18,87)
> ratB(0,77,44)
> ratA(1,19,87)
> ratB(0,77,45)
> ratA(1,19,86)
> ratB(0,78,45)
> ratA(1,19,85)
> ratB(0,79,45)
> ratA(1,18,85)
